Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
Super Robot Taisen W,DS,2007,Strategy,Banpresto,0,0,0.3,0
Super Robot Taisen XO,X360,2006,Strategy,Banpresto,0,0,0.01,0
Super Robot Taisen Z,PS2,2008,Strategy,Namco Bandai Games,0,0,0.5,0
Super Robot Taisen Z Special Disc,PS2,2009,Misc,Namco Bandai Games,0,0,0.08,0
Super Robot Taisen α,PS,2000,Strategy,Banpresto,0,0,0.75,0.05
Super Robot Taisen α Gaiden,PS,2001,Strategy,Banpresto,0,0,0.58,0.04
Super Robot Taisen: Original Generation,GBA,2002,Role-Playing,Banpresto,0.01,0,0,0
Super Robot Taisen: Scramble Commander,PS2,2003,Strategy,Banpresto,0,0,0.19,0
Super Robot Taisen: Scramble Commander the 2nd,PS2,2007,Strategy,Banpresto,0,0,0.04,0
Super Robot Wars BX,3DS,2015,Action,Namco Bandai Games,0,0,0.13,0
Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,PS3,2014,Strategy,Namco Bandai Games,0,0,0.06,0
Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,DS,2010,Strategy,Namco Bandai Games,0,0,0.12,0
Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God,PSP,N/A,Strategy,N/A,0,0,0.12,0
Super Robot Wars OG: The Moon Dwellers,PS3,2016,Misc,Namco Bandai Games,0,0,0.06,0
Super Robot Wars OG: The Moon Dwellers,PS4,2016,Misc,Namco Bandai Games,0,0,0.09,0
Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,3DS,2015,Action,Namco Bandai Games,0,0,0.11,0
Super Scope 6,SNES,1991,Shooter,Nintendo,1.06,0.38,0.15,0.05
Super Scribblenauts,DS,2010,Puzzle,Warner Bros. Interactive Entertainment,1.08,0.31,0,0.11
Super Sentai Battle: Ranger Cross,Wii,2011,Action,Namco Bandai Games,0,0,0.08,0
Super Smash Bros.,N64,1999,Fighting,Nintendo,2.95,0.6,1.97,0.04
Super Smash Bros. Brawl,Wii,2008,Fighting,Nintendo,6.75,2.61,2.66,1.02
Super Smash Bros. for Wii U and 3DS,3DS,2014,Fighting,Nintendo,3.24,1.35,2.42,0.43
Super Smash Bros. for Wii U and 3DS,WiiU,2014,Fighting,Nintendo,2.59,1.06,0.8,0.57
Super Smash Bros. Melee,GC,2001,Fighting,Nintendo,4.41,1.04,1.39,0.22
Super Soccer,SNES,1991,Sports,Nintendo,0,0,0.38,0
Super Speed Machines,DS,2009,Racing,Midas Interactive Entertainment,0.02,0,0,0
Super Street Fighter II,GEN,1993,Fighting,Capcom,0,0,0.15,0
Super Street Fighter II,SNES,1993,Fighting,Nintendo,0.52,0.16,1.29,0.03
Super Street Fighter II: Turbo Revival,GBA,2001,Fighting,Ubisoft,0.18,0.07,0,0
Super Street Fighter IV: 3D Edition,3DS,2011,Fighting,Capcom,0.55,0.44,0.14,0.09
Super Swing Golf,Wii,2006,Sports,Nintendo,0.14,0.01,0.07,0.01
Super Swing Golf Season 2,Wii,2007,Sports,Rising Star Games,0.08,0,0.03,0.01
Super Trucks Racing,PS2,2002,Racing,Jester Interactive,0.35,0.27,0,0.09
Super Wagyan Land,SNES,1991,Action,Namco Bandai Games,0,0,0.42,0
Superbike 2000,PS,1999,Racing,Electronic Arts,0.15,0.1,0,0.02
SuperCar Challenge,PS3,2009,Racing,System 3 Arcade Software,0,0.03,0,0.01
Supercar Street Challenge,PS2,2001,Racing,Activision,0.55,0.43,0,0.14
Supercross 2000,N64,1999,Racing,Electronic Arts,0.23,0.06,0,0
Superman Returns,DS,2006,Action,Electronic Arts,0.07,0,0,0.01
Superman Returns,X360,2006,Action,Electronic Arts,0.23,0.02,0,0.02
Superman: Countdown to Apokolips,GBA,2003,Platform,Atari,0.03,0.01,0,0
Superman: Shadow of Apokolips,GC,2003,Action,Atari,0.06,0.02,0,0
Superman: Shadow of Apokolips,PS2,2002,Action,Atari,0.21,0.16,0,0.05
Superman: The Man of Steel,XB,2002,Action,Atari,0.1,0.03,0,0
Superman: The New Superman Adventures,N64,1999,Action,Titus,0.33,0.07,0,0
Supermodel Makeover by Lauren Luke,DS,2009,Simulation,Avanquest,0,0.02,0,0
Superstars V8 Racing,PS3,2009,Racing,Black Bean Games,0,0.02,0,0.01
Superstars V8 Racing,X360,2009,Racing,Black Bean Games,0,0.01,0,0
Supremacy MMA,PS3,2011,Fighting,505 Games,0.06,0.04,0,0.02
Supremacy MMA,PSV,2012,Fighting,505 Games,0.02,0.05,0,0.02
Supremacy MMA,X360,2011,Fighting,505 Games,0.05,0.03,0,0.01
Supreme Commander,PC,2007,Strategy,THQ,0,0.04,0,0.01
Supreme Commander,X360,2008,Strategy,505 Games,0.07,0.01,0,0.01
Supreme Commander 2,PC,2010,Strategy,Square Enix,0,0.15,0,0.04
Supreme Commander 2,X360,2010,Strategy,Square Enix,0.23,0.1,0,0.03
Supreme Commander: Forged Alliance,PC,2007,Strategy,THQ,0.01,0.02,0,0.01
Supreme Ruler: Cold War,PC,2011,Strategy,Paradox Interactive,0,0.03,0,0.01
Surf Riders,PS,1999,Sports,Ubisoft,0.07,0.05,0,0.01
Surf's Up,DS,2007,Sports,Ubisoft,0.26,0,0,0.02
Surf's Up,GC,2007,Sports,Ubisoft,0.01,0,0,0
Surf's Up,PS2,2007,Sports,Ubisoft,0.14,0.11,0,0.04
Surf's Up,PS3,2007,Sports,Ubisoft,0.03,0,0,0
Surf's Up,PSP,2007,Sports,Ubisoft,0.02,0.06,0,0.03
Surf's Up,Wii,2007,Sports,Ubisoft,0.15,0,0,0.01
Surf's Up,X360,2007,Sports,Ubisoft,0.09,0,0,0.01
Surfing H3O,PS2,2000,Sports,Take-Two Interactive,0.12,0.1,0,0.03
Survivor,Wii,2010,Adventure,Valcon Games,0.01,0,0,0
Sushi Academy,DS,2009,Action,DTP Entertainment,0.08,0,0,0.01
Sushi Go-Round,DS,2010,Simulation,Asylum Entertainment,0.04,0,0,0
Sushi Go-Round,Wii,2010,Simulation,Asylum Entertainment,0.05,0,0,0
Suujin Taisen,DS,2007,Strategy,Nintendo,0,0,0.03,0
Suzuki Super-Bikes II: Riding Challenge,DS,2008,Racing,Valcon Games,0.05,0,0,0
Suzuki TT Superbikes,PS2,2005,Racing,Jester Interactive,0.33,0.01,0,0.05
Suzumiya Haruhi no Chokuretsu,DS,2009,Adventure,Sega,0,0,0.03,0
Suzumiya Haruhi no Gekidou,Wii,2009,Adventure,Kadokawa Shoten,0,0,0.07,0
Suzumiya Haruhi no Heiretsu,Wii,2009,Adventure,Sega,0,0,0.02,0
Suzumiya Haruhi no Tomadoi,PS2,2008,Adventure,Banpresto,0,0,0.13,0
Suzumiya Haruhi no Tsuisou,PS3,2011,Adventure,Namco Bandai Games,0,0,0.03,0
Suzumiya Haruhi no Tsuisou,PSP,2011,Adventure,Namco Bandai Games,0,0,0.04,0
Suzumiya Haruhi no Yakusoku,PSP,2007,Adventure,Namco Bandai Games,0,0,0.15,0
Suzumiya Haruhi-Chan no Mahjong,PSP,2011,Misc,Kadokawa Shoten,0,0,0.02,0
Suzunone Seven: Rebirth Knot,PS2,2010,Adventure,Alchemist,0,0,0.02,0
SWAT 4,PC,2005,Shooter,Vivendi Games,0,0.02,0,0
SWAT: Global Strike Team,PS2,2003,Shooter,Vivendi Games,0.16,0.12,0,0.04
SWAT: Global Strike Team,XB,2003,Shooter,Vivendi Games,0.13,0.04,0,0.01
SWAT: Target Liberty,PSP,2007,Shooter,Vivendi Games,0.03,0,0,0
Sweet Honey Coming,PS2,2009,Adventure,Kadokawa Shoten,0,0,0.01,0
Swing Away Golf,PS2,2000,Sports,Electronic Arts,0.17,0.13,0.18,0.04
Swingerz Golf,GC,2002,Sports,Eidos Interactive,0.06,0.02,0,0
Sword & Sorcery,SAT,1996,Role-Playing,Micro Cabin,0,0,0.1,0
Sword Art Online: Game Director's Edition,PS4,2015,Role-Playing,Namco Bandai Games,0,0,0.05,0
Sword Art Online: Hollow Fragment,PS4,2015,Role-Playing,Namco Bandai Games,0,0.1,0,0.02
Sword Art Online: Hollow Fragment,PSV,2014,Role-Playing,Namco Bandai Games,0,0,0.3,0
Sword Art Online: Infinity Moment,PSP,2013,Role-Playing,Namco Bandai Games,0,0,0.22,0
Sword Art Online: Lost Song,PS3,2015,Role-Playing,Namco Bandai Games,0,0,0.1,0
Sword Art Online: Lost Song,PS4,2015,Role-Playing,Namco Bandai Games,0.09,0.1,0,0.04
Sword Art Online: Lost Song,PSV,2015,Role-Playing,Namco Bandai Games,0.08,0.1,0.23,0.05
Sword of Mana,GBA,2003,Role-Playing,Nintendo,0.31,0.11,0.3,0.02
Sword of the Samurai,PS2,N/A,Fighting,Ubisoft,0,0,0.17,0
Swords,Wii,N/A,Fighting,Unknown,0.03,0,0,0
SX Superstar,GC,2003,Racing,Acclaim Entertainment,0.03,0.01,0,0
SX Superstar,XB,2003,Racing,Acclaim Entertainment,0.03,0.01,0,0
Syberia,DS,2008,Action,Mindscape,0.1,0.02,0,0.01
Syberia,PC,2002,Action,Microids,0,0.02,0,0
Syberia,XB,2003,Action,Microids,0.08,0.02,0,0
Syberia II,PC,2004,Adventure,MC2 Entertainment,0,0.01,0,0
Syberia II,XB,2004,Adventure,Ubisoft,0.02,0.01,0,0
Sydney 2000,PS,2000,Sports,Eidos Interactive,0.15,0.1,0,0.02
Syndicate,PC,1992,Strategy,Electronic Arts,0,0.05,0,0.01
Syndicate,PS3,2012,Shooter,EA Games,0.07,0.06,0,0.02
Syndicate,X360,2012,Shooter,Electronic Arts,0.1,0.06,0,0.02
Syndicate Wars,PS,1997,Strategy,Electronic Arts,0.02,0.01,0,0
Syphon Filter,PS,1999,Shooter,Sony Computer Entertainment,2.03,0.72,0.02,0.11
Syphon Filter 2,PS,2000,Shooter,Sony Computer Entertainment,1.5,0.55,0.02,0.08
Syphon Filter 3,PS,2001,Shooter,Sony Computer Entertainment,0.29,0.2,0,0.03
Syphon Filter: Dark Mirror,PS2,2007,Shooter,Sony Computer Entertainment,0.14,0.11,0,0.04
Syphon Filter: Dark Mirror,PSP,2006,Shooter,Sony Computer Entertainment,0.26,0.01,0,0.03
Syphon Filter: Logan's Shadow,PS2,2010,Shooter,Sony Computer Entertainment,0.03,0.02,0,0.01
Syphon Filter: Logan's Shadow,PSP,2007,Shooter,Sony Computer Entertainment,0.25,0.12,0,0.09
Syphon Filter: The Omega Strain,PS2,2004,Shooter,Sony Computer Entertainment,0.37,0.29,0,0.1
System 3 presents Ferrari Challenge Trofeo Pirelli,DS,2008,Racing,System 3 Arcade Software,0.03,0.01,0,0
System 3 presents Ferrari Challenge Trofeo Pirelli,Wii,2008,Racing,System 3 Arcade Software,0.07,0.4,0,0.07
System Flaw,DS,2009,Shooter,Enjoy Gaming ltd.,0.09,0,0,0.01
T.A.C. Heroes : Big Red One,DS,2010,Strategy,Storm City Games,0.02,0,0,0
T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,PS,1998,Adventure,Sunsoft,0.08,0.05,0,0.01
T'ai Fu: Wrath of the Tiger,PS,1998,Action,Activision,0.08,0.06,0,0.01
Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,DS,2006,Misc,Nintendo,0,0,0.05,0
Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,DS,2006,Misc,Nintendo,0,0,0.05,0
Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,DS,2006,Misc,Nintendo,0,0,0.06,0
Tabi no Yubisashi Kaiwachou DS: DS Series 4 America,DS,2006,Misc,Nintendo,0,0,0.09,0
Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,DS,2006,Misc,Nintendo,0,0,0.04,0
Tactics Layer: Ritina Guard Senki,DS,2009,Strategy,D3Publisher,0,0,0.01,0
Tactics Ogre: Let Us Cling Together,PSP,2010,Role-Playing,Square Enix,0.15,0.07,0.27,0.05
Tactics Ogre: Let Us Cling Together,SNES,1995,Role-Playing,Quest,0,0,0.71,0
Tactics Ogre: The Knight of Lodis,GBA,2001,Role-Playing,Nintendo,0.13,0.05,0.31,0.01
Tag Team Match M.U.S.C.L.E.,NES,1985,Fighting,Namco Bandai Games,0,0,1.05,0
Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,DS,2009,Adventure,Level 5,0,0,0.03,0
Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,DS,2009,Adventure,Level 5,0,0,0.03,0
Taiho Shichauzo!,PS,2001,Adventure,Pioneer LDC,0,0,0.05,0
Taiko Drum Master,PS2,2004,Misc,Namco Bandai Games,0.1,0.08,0,0.03
Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,3DS,2014,Action,Namco Bandai Games,0,0,0.31,0
Taiko Drum Master: Tokumori!,WiiU,2014,Misc,Namco Bandai Games,0,0,0.11,0
Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,DS,2010,Misc,Namco Bandai Games,0,0,0.42,0
Taiko no Tatsujin DS: Touch de Dokodon!,DS,2007,Misc,Namco Bandai Games,0,0,0.66,0
Taiko no Tatsujin Portable 2,PSP,2006,Misc,Namco Bandai Games,0,0,0.05,0
Taiko no Tatsujin Portable DX,PSP,2011,Misc,Namco Bandai Games,0,0,0.38,0
Taiko no Tatsujin Wii,Wii,2008,Misc,Namco Bandai Games,0,0,0.67,0
Taiko no Tatsujin Wii: Dodon to 2 Yome!,Wii,2009,Misc,Namco Bandai Games,0,0,0.4,0
Taiko no Tatsujin Wii: Ketteiban,Wii,2011,Misc,Namco Bandai Games,0,0,0.39,0
Taiko no Tatsujin Wii: Minna de Party * 3-Yome!,Wii,2010,Misc,Namco Bandai Games,0,0,0.3,0
Taiko no Tatsujin: Appare Sandaime,PS2,2003,Misc,Namco Bandai Games,0,0,0.49,0
Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,WiiU,2015,Misc,Namco Bandai Games,0,0,0.06,0
Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,3DS,2012,Misc,Namco Bandai Games,0,0,0.63,0
Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,PS2,2003,Misc,Namco Bandai Games,0,0,0.44,0
Taiko no Tatsujin: Don Don! Mystery Adventure,3DS,2016,Action,Namco Bandai Games,0,0,0.09,0
Taiko no Tatsujin: Go! Go! Godaime,PS2,2004,Misc,Namco Bandai Games,0,0,0.2,0
Taiko no Tatsujin: Tatakon de Dodon ga Don,PS2,2002,Misc,Namco Bandai Games,0,0,0.76,0
Taiko no Tatsujin: V Version,PSV,2015,Action,Namco Bandai Games,0,0,0.1,0
Taiko no Tatsujin: Waku Waku Anime Matsuri,PS2,2003,Misc,Namco Bandai Games,0,0,0.2,0
Taiko no Tatsujin: Wii U Version!,WiiU,2013,Misc,Namco Bandai Games,0,0,0.19,0
Taikou Risshiden V,PSP,2009,Strategy,Tecmo Koei,0,0,0.04,0
Tail Concerto,PS,1998,Adventure,Namco Bandai Games,0.02,0.01,0,0
Tail of the Sun,PS,1996,Role-Playing,ArtDink,0.01,0.01,0,0
Taishou Moebius Line Vitable,PSV,2016,Adventure,dramatic create,0,0,0.02,0
Taito Legends,PS2,2005,Misc,Empire Interactive,0.06,0.04,0,0.01
Taito Legends,XB,2005,Misc,Empire Interactive,0.04,0.01,0,0
Taito Legends 2,PS2,2006,Misc,Empire Interactive,0.01,0.01,0,0
Taito Legends Power Up,PSP,2007,Action,Destineer,0.05,0,0,0
Tak 2: The Staff of Dreams,GBA,2004,Platform,THQ,0.33,0.12,0,0.01
Tak 2: The Staff of Dreams,GC,2004,Platform,THQ,0.26,0.07,0,0.01
Tak 2: The Staff of Dreams,PS2,2004,Platform,THQ,0.3,0.24,0,0.08
Tak 2: The Staff of Dreams,XB,2004,Platform,THQ,0.1,0.03,0,0
Tak and the Guardians of Gross,PS2,2008,Action,THQ,0.14,0.11,0,0.04
Tak and the Guardians of Gross,Wii,2008,Action,THQ,0.15,0,0,0.01
Tak and the Power of Juju,GBA,2003,Platform,THQ,0.39,0.15,0,0.01
Tak and the Power of Juju,GC,2003,Platform,THQ,0.31,0.08,0,0.01
Tak and the Power of Juju,PS2,2003,Platform,THQ,0.56,0.44,0,0.15
Tak: Mojo Mistake,DS,2008,Action,THQ,0.16,0,0,0.01
Tak: The Great Juju Challenge,DS,2005,Platform,THQ,0.09,0,0,0.01
Tak: The Great Juju Challenge,GBA,2005,Platform,THQ,0.12,0.05,0,0
Tak: The Great Juju Challenge,GC,2005,Platform,THQ,0.12,0.03,0,0
Tak: The Great Juju Challenge,XB,2005,Platform,THQ,0.05,0.02,0,0
Take A Break's: Puzzle Master,DS,2009,Puzzle,Ubisoft,0,0.15,0,0.01
Take On Helicopters,PC,2011,Simulation,Unknown,0,0.02,0,0.01
Tale of a Hero,PC,2010,Adventure,Daedalic,0,0.02,0,0.01
Tales of Berseria,PS3,2016,Role-Playing,Namco Bandai Games,0,0,0.11,0
Tales of Berseria,PS4,2016,Role-Playing,Namco Bandai Games,0,0,0.22,0
Tales of Destiny,PS,1997,Role-Playing,Namco Bandai Games,0.09,0.06,0.83,0.07
Tales of Destiny,PS2,2006,Role-Playing,Namco Bandai Games,0,0,0.52,0
Tales of Destiny 2,PS2,2002,Role-Playing,Namco Bandai Games,0,0,0.8,0
Tales of Destiny 2,PSP,2007,Role-Playing,Namco Bandai Games,0,0,0.12,0
Tales of Destiny II,PS,2000,Role-Playing,Namco Bandai Games,0.06,0.04,0.66,0.05
Tales of Eternia,PSP,2005,Role-Playing,Ubisoft,0,0.01,0.25,0.01
Tales of Fandom Vol.2,PS2,2007,Role-Playing,Namco Bandai Games,0,0,0.08,0
Tales of Graces,Wii,2009,Role-Playing,Namco Bandai Games,0,0,0.22,0
Tales of Graces f,PS3,2010,Role-Playing,Namco Bandai Games,0.28,0.21,0.45,0.08
Tales of Hearts,DS,2008,Role-Playing,Namco Bandai Games,0,0,0.24,0
Tales of Hearts,PSV,2013,Role-Playing,Namco Bandai Games,0.15,0.13,0.09,0.08
Tales of Innocence,DS,2007,Role-Playing,Namco Bandai Games,0,0,0.26,0
Tales of Innocence R,PSV,2012,Role-Playing,Namco Bandai Games,0,0,0.1,0
Tales of Legendia,PS2,2005,Role-Playing,Namco Bandai Games,0.07,0.05,0.35,0.02
Tales of Phantasia,GBA,2003,Role-Playing,Nintendo,0.08,0.03,0.17,0.01
Tales of Phantasia,PS,1998,Role-Playing,Namco Bandai Games,0,0,0.54,0.04
Tales of Phantasia,SNES,1995,Role-Playing,Namco Bandai Games,0,0,0.4,0
Tales of Phantasia (PS1 & PSP Versions),PSP,2006,Role-Playing,Namco Bandai Games,0,0,0.11,0
Tales of Phantasia: Narikiri Dungeon X,PSP,2010,Role-Playing,Namco Bandai Games,0,0,0.21,0
Tales of Rebirth,PS2,2004,Role-Playing,Namco Bandai Games,0,0,0.59,0
Tales of Rebirth,PSP,2008,Role-Playing,Namco Bandai Games,0,0,0.07,0
Tales of Symphonia,GC,2003,Role-Playing,Nintendo,0.54,0.21,0.31,0.04
Tales of Symphonia,PS3,2013,Role-Playing,Namco Bandai Games,0.21,0.13,0.13,0.06
Tales of Symphonia: Dawn of the New World,Wii,2008,Role-Playing,Namco Bandai Games,0.22,0.05,0.24,0.03
Tales of the Abyss,3DS,2011,Role-Playing,Namco Bandai Games,0.42,0.19,0.14,0.06
Tales of the Abyss,PS2,2005,Role-Playing,Namco Bandai Games,0,0,0.57,0
Tales of the Heroes: Twin Brave,PSP,2012,Role-Playing,Namco Bandai Games,0,0,0.13,0
Tales of the Tempest,DS,2006,Role-Playing,Namco Bandai Games,0,0,0.18,0
Tales of the World: Narikiri Dungeon 2,GBA,2002,Role-Playing,Namco Bandai Games,0,0,0.19,0
Tales of the World: Radiant Mythology,PSP,2006,Role-Playing,Ubisoft,0.17,0.01,0.23,0.02
Tales of the World: Radiant Mythology 2,PSP,2009,Role-Playing,Namco Bandai Games,0,0,0.33,0
Tales of the World: Radiant Mythology 3,PSP,2011,Role-Playing,Namco Bandai Games,0,0,0.28,0
Tales of the World: Reve Unitia,3DS,2014,Role-Playing,Namco Bandai Games,0,0,0.11,0
Tales of Vesperia,PS3,2009,Role-Playing,Namco Bandai Games,0,0,0.45,0
Tales of Vesperia,X360,2008,Role-Playing,Atari,0.32,0.18,0.19,0.05
Tales of VS.,PSP,2009,Fighting,Namco Bandai Games,0,0,0.23,0
Tales of Xillia,PS3,2011,Role-Playing,Namco Bandai Games,0.29,0.19,0.67,0.09
Tales of Xillia 2,PS3,2012,Role-Playing,Namco Bandai Games,0.2,0.15,0.45,0.07
Tales of Zestiria,PS3,2015,Role-Playing,Namco Bandai Games,0.05,0.09,0.42,0.03
Tales of Zestiria,PS4,2015,Role-Playing,Namco Bandai Games,0.16,0.15,0.02,0.06
TalkMan,PSP,2006,Misc,Sony Computer Entertainment,0,0,0.02,0
TalkMan (Japan),PSP,2005,Misc,Sony Computer Entertainment,0,0,0.18,0
Tamagotchi,GB,1996,Simulation,Namco Bandai Games,0,0,1.44,0.01
Tamagotchi Collection,DS,2011,Misc,Namco Bandai Games,0,0,0.15,0
Tamagotchi Connection: Corner Shop,DS,2005,Simulation,Atari,0.1,0.02,1.12,0.01
Tamagotchi Connection: Corner Shop 2,DS,2006,Simulation,Namco Bandai Games,0.09,0.02,0.86,0.01
Tamagotchi Connection: Corner Shop 3,DS,2007,Simulation,Atari,0.07,0,0.31,0.01
Tamagotchi no Appare! Niji Venture,DS,2007,Role-Playing,Namco Bandai Games,0,0,0.14,0
Tamagotchi no Doki Doki Dream Omisecchi,3DS,2013,Simulation,Namco Bandai Games,0,0,0.03,0
Tamagotchi no KiraKira Omisecchi,DS,2008,Misc,Namco Bandai Games,0,0,0.22,0
Tamagotchi no Narikiri Challenge,DS,2010,Action,Namco Bandai Games,0,0,0.17,0
Tamagotchi no Narikiri Channel,DS,2009,Role-Playing,Namco Bandai Games,0,0,0.15,0
Tamagotchi no Pichi Pichi Omisecchi,DS,2010,Action,Namco Bandai Games,0,0,0.13,0
Tamagotchi Party On!,Wii,2006,Misc,Namco Bandai Games,0.12,0,0.06,0.01
Tanjou S Debut,SAT,1996,Simulation,NEC Interchannel,0,0,0.06,0
Tank Beat,DS,2006,Strategy,Midas Interactive Entertainment,0.01,0.01,0,0
Tank! Tank! Tank!,WiiU,2012,Action,Namco Bandai Games,0.02,0.01,0.05,0
Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu,DS,2009,Adventure,Arc System Works,0,0,0.01,0
Tantei Jinguuji Saburo DS: Kienai Kokoro,DS,2008,Adventure,Arc System Works,0,0,0.03,0
Tantei Jinguuji Saburo: Hai to Diamond,PSP,2009,Adventure,Arc System Works,0,0,0.01,0
Tantei Opera: Milky Holmes,PSP,2010,Adventure,Unknown,0,0,0.02,0
Tao Adventure: Curse Demon,DS,2005,Role-Playing,Konami Digital Entertainment,0.03,0,0,0
Tao Feng: Fist of the Lotus,XB,2003,Fighting,Microsoft Game Studios,0.21,0.06,0,0.01
Target: Terror,Wii,2008,Shooter,Konami Digital Entertainment,0.06,0,0,0.01
Tatsunoko vs. Capcom: Cross Generation of Heroes,Wii,2008,Fighting,Capcom,0,0,0.1,0
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010,Fighting,Capcom,0.32,0.16,0.03,0.05
Taz Wanted,GC,2002,Platform,Atari,0.06,0.02,0,0
Taz Wanted,PS2,2002,Platform,Atari,0.08,0.06,0,0.02
Taz Wanted,XB,2002,Platform,Atari,0.05,0.02,0,0
Team Elimination Games,Wii,2009,Misc,Ubisoft,0.08,0,0,0.01
Tear Ring Saga Yutona Eiyuu Senki,PS,2001,Role-Playing,Enterbrain,0,0,0.37,0.03
Tearaway,PSV,2013,Adventure,Sony Computer Entertainment Europe,0.17,0.39,0,0.19
Tearaway Unfolded,PS4,2015,Platform,Sony Computer Entertainment,0.09,0.12,0,0.04
Tears to Tiara Anecdotes: The Secret of Avalon,PS3,2009,Strategy,Aqua Plus,0,0,0.04,0
Tears to Tiara II: Heir of the Overlord,PS3,2013,Role-Playing,Nippon Ichi Software,0.07,0.02,0.06,0.01
Tears to Tiara: Garland of the Earth,PS3,2008,Strategy,Aqua Plus,0,0,0.08,0
Tears to Tiara: Kakan no Daichi Portable,PSP,2010,Adventure,Aqua Plus,0,0,0.01,0
Technic Beat,PS2,2002,Misc,Arika,0.01,0.01,0,0
Tecmo Bowl: Kickoff,DS,2008,Sports,Tecmo Koei,0.11,0,0,0.01
Tecmo Classic Arcade,XB,2005,Misc,Microsoft Game Studios,0.05,0.01,0,0
Tecmo Super Bowl,PS,1996,Sports,Tecmo Koei,0.06,0.04,0,0.01
Tecmo's Deception,PS,1996,Role-Playing,Sunsoft,0.04,0.03,0,0
Teddy Together,3DS,2016,Simulation,Nintendo,0,0.02,0,0
Teen Titans,GBA,N/A,Action,Unknown,0.13,0.05,0,0
Teen Titans,GC,2006,Action,THQ,0.25,0.07,0,0.01
Teen Titans,PS2,2006,Action,THQ,0.12,0.1,0,0.03
Teenage Mutant Ninja Turtles,GBA,2003,Action,Unknown,0.67,0.25,0,0.02
Teenage Mutant Ninja Turtles,GC,2003,Action,Konami Digital Entertainment,0.26,0.07,0,0.01
Teenage Mutant Ninja Turtles,NES,1989,Action,Palcom,3.38,0.44,0.31,0.04
Teenage Mutant Ninja Turtles,PS2,2003,Action,Konami Digital Entertainment,0.45,0.35,0,0.12
Teenage Mutant Ninja Turtles,Wii,2007,Action,Konami Digital Entertainment,0,0.01,0,0
Teenage Mutant Ninja Turtles,XB,2003,Action,Konami Digital Entertainment,0.22,0.06,0,0.01
Teenage Mutant Ninja Turtles (3DS),3DS,2013,Action,Activision,0.01,0,0,0
Teenage Mutant Ninja Turtles 2: Battle Nexus,GBA,2004,Action,Konami Digital Entertainment,0.23,0.09,0,0.01
Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,2004,Action,Konami Digital Entertainment,0.15,0.04,0,0.01
Teenage Mutant Ninja Turtles 2: Battle Nexus,PS2,2004,Action,Konami Digital Entertainment,0.22,0.17,0,0.06
Teenage Mutant Ninja Turtles 2: Battle Nexus,XB,2004,Action,Konami Digital Entertainment,0.1,0.03,0,0
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005,Action,Konami Digital Entertainment,0.05,0,0,0
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,GC,2005,Action,Konami Digital Entertainment,0.09,0.02,0,0
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,2005,Action,Konami Digital Entertainment,0.1,0.08,0,0.03
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,XB,2005,Action,Konami Digital Entertainment,0.03,0.01,0,0
Teenage Mutant Ninja Turtles Double Pack,GBA,2006,Action,Konami Digital Entertainment,0.01,0,0,0
Teenage Mutant Ninja Turtles II: Back from the Sewers,GB,1991,Action,Konami Digital Entertainment,0,0,0.06,0
Teenage Mutant Ninja Turtles II: The Arcade Game,NES,1990,Action,Konami Digital Entertainment,1.74,0.25,0.21,0.03
Teenage Mutant Ninja Turtles III: The Manhattan Project,NES,1991,Action,Konami Digital Entertainment,1.05,0.17,0.15,0.02
Teenage Mutant Ninja Turtles: Arcade Attack,DS,2009,Action,Ubisoft,0.12,0,0,0.01
Teenage Mutant Ninja Turtles: Danger of the Ooze,3DS,2014,Adventure,Activision,0.08,0.04,0,0.01
Teenage Mutant Ninja Turtles: Danger of the Ooze,PS3,2014,Adventure,Activision,0.11,0.11,0,0.05
Teenage Mutant Ninja Turtles: Danger of the Ooze,X360,2014,Adventure,Activision,0.11,0.09,0,0.02
